title,0
Goldfinger (1964) - IMDb,"[['things', 'Goldfinger', 'action-packed films', 'entire series', 'opening', 'climax', 'car chase in-between', 'time flies'], ['pacing', 'film', 'story', 'dialogue', 'center stage', 'action', 'lesson', 'lot', 'Bond films'], ['IMO', 'Sean Connery', 'peak as Bond', 'next film', 'Thunderball', 'second-best performance', 'Bond', 'scene with M', 'enough proof', 'opposite'], ['Goldfinger', 'superior villain', 'Bond', 'plans', 'Oddjob', 'henchman', 'series', 'creative exits'], ['Pussy Galore', 'Bond girls', 'figure-hugging outfits', 'nude scene'], ['THE', 'women', 'arts moves', 'type', 'film'], ['Masterson girls', 'Jill', 'golden girl', 'fun character', 'minutes', 'screen time'], ['gadgets', 'series', 'ejector seat'], ['John Barry', 'work', 'music-score-only version', 'movie'], ['Goldfinger', 'classic moments', 'Russia With Love', 'point', 'Bond series', 'date'], ['* *']]"
Drishyam (2015) - IMDb,"[['Drishyam', 'Malyalam', 'Tamil as Papanasam', 'Telugu', 'other languages'], ['Director', 'Nishikant Kamat', 'Mumbai Meri Jaan', 'FORCE', 'remake of Kaakha Kaakha', 'film', 'original Drishyam', 'scene', 'few minor changes', 'religion', 'original Mohanlal', 'Ajay', 'hindu', 'artificial catholic character', 'place', 'retreat', 'Ashram trip'], ['film', 'Goa', 'focus on beaches', 'bars.etc', 'stereotypes', 'character of Martin', 'Martins corner', 'cop', 'beer at breakfast'], [], ['film', 'edge', 'watchableDirection', 'film', 'copypaste job Music', 'decentAjay Devgan', 'Mohanlal', 'Kamal Hassan', 'role', 'style', 'role Shriya Saran', 'role', 'Ajay', 'wife', 'Daughter of Ishita Dutta', 'sister of Tanushree Dutta', 'latter', 'years'], [], ['Tabu', 'role', 'tough cop', 'Rajat Kapoor'], ['Ishita Dutta', 'role', 'Mrinal Jadhav', 'Prathamesh Parab', 'Ajay', 'assistant', 'Hindi debut'], ['Kamlesh Sawant', 'Rishabh Chadda', 'Sam rest', 'okay']]"
A Perfect World (1993) - IMDb,"[['many spoilers'], ['movie today'], ['time', 'TV'], ['Perfect World', 'Kevin Costner', 'Clint Eastwood', 'story', 'convict Butch Haynes', 'partner Terry Pugh', 'Huntsville prison'], ['flight', 'Phillip Perry', 'race across Texas'], ['Pugh', 'Phillip', 'Butch'], ['Texas Ranger Chief Red Garnett', 'Eastwood', 'discover', 'similar bonds', 'Butch', 'young Phillip'], ['boy', 'suspicion', 'accepts Butch', 'kind', 'brother', 'compensation', 'father'], ['hunt', 'Butch', 'Phillip', 'life', 'father on Alaska', 'peace and dignity'], ['certain stops', 'different cars', 'survive confrontations', 'local cops'], ['movie', 'flight', 'issues of fathers', 'sons'], ['movie', 'road movie'], ['deals with exhaustion', 'love', 'hopelessness', 'pure human emotions'], ['climax', 'movie'], ['Butch and Phillip', 'farm', 'situation', 'control'], ['farmer', 'young son', 'Butch'], ['Phillip', 'gun against Butch', 'stomach.Garnett', 'place'], ['Butch', 'farm', 'Phillip', 'refuge', 'big tree'], ['Police forces', 'snipers', 'positions'], ['Phillip', 'Butch', 'mom', 'scenery'], ['wounded Butch'], ['love', 'boy feels'], ['high attention'], ['movie end'], ['Criminologist Sally Gerber', 'Garnett', 'know Butch', 'Garnett', 'childhood in Amarillo'], ['situation'], ['Phillip', 'Butch move towards Garnett', 'hand in hand', 'Butch', 'tries', 'photograph of Alaska', 'father', 'Phillip'], ['sniper', 'FBI agent', 'Butch', 'gun', 'shot', 'chest', 'man'], ['Phillip', 'side', 'photo', 'mom', 'Butch'], ['Garnett'], ['guy', 'heart of Haynes'], [], ['Eastwood', 'perfect job', 'actor and director', 'T.J. Lowther', 'performance', 'young Phillip', 'convincing'], ['Costner', 'road movie', 'funny dialogues', 'thrilling background story', 'emotions', 'acting performances', 'brutal', 'unexpected scenes', 'setting in Texas', 'amazing climax', 'end', 'movie', 'dramatic masterpiece.Feel', 'share', 'thoughts', 'greetings', 'imdb.com users', 'Austria']]"
The Chaser (2008) - IMDb,"[['movie', 'great reviews', 'site', 'movie', 'true story', 'movie', 'justice'], ['characters', 'sense things', 'unbelievable situations'], ['example', 'cops', 'pimp', 'victim bodies', 'prostitute', 'car', 'killer', 'killings', 'cops', 'leads'], ['killer', 'blood', 'shirt'], ['possession of someone', 'vehicle', 'details'], ['movie', 'cops'], [], ['waste of time']]"
Persona (1966) - IMDb,"[['lover of Bergmann films', 'years'], ['got', 'reviews', 'DVD'], ['waste of time', 'hollow'], ['only part', 'nurse', 'beach encounter', 'voyeur boys'], ['Flashbacks', 'apparent dreams', 'scenes', 'unexplained images'], ['None'], ['only thing', 'interest', 'Liv Ullman', 'line'], ['answer', 'question', 'ambiguous.This', 'Emperor', 'New Clothes', 'art films'], ['nothing']]"
The Life of David Gale (2003) - IMDb,"[['movie', 'OK'], ['film', 'case', 'days'], ['Spacey', 'actor than lead'], ['good actor', 'movie', 'bland', 'choice of direction'], ['Kate Winslet', 'Nancy Drew', 'reporter ...... implausibilities'], ['plenty', 'bank', 'cash', 'same day', 'various characters', 'other countries', 'college professor/administrators', 'classes'], ['Car breakdowns', 'Flat characters', 'movie', 'FF button', 'movie', 'music', 'feel', 'movie', '....', 'scene', 'Spacey sort', 'tearing and sobbing', 'express', 'audience'], ['point', 'little effect'], ['cast', 'job', 'leads'], ['movies', 'local library'], ['Fails', 'thriller', 'cant stand-up', 'drama'], []]"
Sleepers (1996) - IMDb,"[['only films', 'time after time'], ['film', 'many layers', 'great cast', 'fantastic actors'], ['wealth', 'minor characters'], ['Bruno Krby', 'Shakes', 'dad'], ['man', 'community in Hells Kitchen'], ['Proud', 'wife', 'iron fist'], ['book', 'lousy father and husband'], ['Kevin Bacon', 'show', 'deeply', 'Sean Nokes'], ['boys descent', 'evil', 'bar scene', 'demise', 'wheels in motion', 'revenge', 'part', 'movie'], ['De Niro', 'support in Brad Pitt', 'Jason Patric', 'Minnie Driver', 'Dustin Hoffman'], ['Must', 'films', 'genre']]"
Open Your Eyes (1997) - IMDb,"[['Abre Los Ojos'], ['Vanilla Sky'], ['order', 'movies'], ['time', 'VS', 'everything', 'story', 'sense', 'mystery', 'important part', 'movies'], [], ['score', 'Abre Los Ojos', 'movie'], ['acting'], ['ALO', 'Penelope Cruz'], ['role in VS', 'Spanish accent', 'chemistry', 'Tom Cruise'], ['character in VS', 'strange kind', 'smart-alecky banter', 'movie'], ['Ms. Cruz', 'VS', 'ALO'], ['movies back-to-back', 'difference'], ['other characters', 'spurned female role', 'ALO'], ['actress', 'Nuria in ALO', 'sense of desperation', 'sadness', 'vulnerability'], ['Cesar'], ['Cameron Diaz', 'portrayal', 'character in VS', 'spoiled tramp', 'decision', 'hissy fit'], ['fault'], ['instance', 'critical scene', 'tries', 'Cruise', 'Diaz', 'dialog', 'vulgar'], ['Nuria', 'grace', 'depth'], ['Tom Cruise', 'terrible male lead', 'Spanish actor', 'Cesar in ALO', 'role'], ['portrays', 'youthful arrogance and insouciance'], ['innocence', 'Cruise'], [], ['times in VS', 'Tom Cruise', 'regimen', 'mental anguish', 'character'], ['sadness of Cesar', 'Cruise', 'character', 'turbo-charged superstar'], ['fact', 'final scene', 'truth', 'Cruise', 'performance', 'human level'], ['music'], ['ALO', 'Hitchcockian score', 'Vertigo', 'drift', 'brooding', 'dreamlike'], ['Cameron Crowe', 'soundtrack in VS', 'pop cliché', 'enhances', 'experience'], ['musical differences', 'volumes'], ['ALO'], ['VS', 'coarse']]"
The 39 Steps (1935) - IMDb,"[['Alfred Hitchcock', 'film'], ['successes'], ['film', 'novel by John Buchan', 'Lord Tweedsmuir'], ['story', 'mining engineer', 'Richard Hannay', 'spy chase', 'woman', 'London theatre'], ['spy', 'help'], ['story', 'London flat'], ['Hannay', 'actor Robert Donat'], ['interesting character'], ['woman', 'home', 'Hannay', 'London for Scotland', 'man'], ['newspapers', 'Hannay of murder', 'wanted man'], ['chase through Scotland', 'Hannay', 'police', 'murder', 'members', 'spy', 'woman'], ['police', 'spies', 'beautiful young woman', 'Madeleine Carroll']]"
Gangs of Wasseypur (2012) - IMDb,"[['second shot'], ['hour i'], ['whole thing', 'fast moving', 'character development', 'story', 'machine gun'], ['lot of characters'], ['lots of violence'], ['Hindi', 'subs', 'real challenge', 'LOT of speaking', 'chance', 'picture'], ['movie', 'local audience'], ['Hindi movies', 'problems with subs', 'real hard time'], []]"
The Killing (1956) - IMDb,"[['SPOILERS *', 'Killing2'], ['Johnny Clay', 'meticulous little detail', 'robbery', 'perfection', 'heist', 'money', 'secure baggage', 'transfers', 'second-hand suitcase', 'locks'], ['dollars', 'hard currency', 'Johnny can´t', 'suitcase'], [], ['moment Kubrick´s camera', 'faulty locks', 'viewer', 'whole shabang'], ['dollars'], ['new suitcase', 'secure suitcase', 'twenty dollars'], ['didn´t', 'aspect', 'robbery plans'], ['Shame']]"
The French Connection (1971) - IMDb,"[['American Film Institute', 'movie', 'time'], [], ['movie', 'movies'], ['chase', 'scene'], ['edge', 'today', 'mustard'], ['movies'], ['serious episode', 'Barney Miller', 'episode', 'Streets of San Francisco'], ['Stars']]"
Night of the Living Dead (1968) - IMDb,"[['years', 'cult', 'George A. Romero', 'Night', 'living Dead'], ['time', 'low budget', 'independent picture', 'masterpiece', 'landscape', 'horror films', 'new path'], ['plenty of gore', 'death', 'blood'], ['few twists and turns', 'plot', 'Pennsylvania', 'farm town', 'nearby graveyard'], ['panic', 'country', 'battle', 'determination for survival', 'undead'], ['film', 'today', 'standards', 'special effects', 'graphics', 'CGI', 'old classic', 'gateway', 'current hits', 'Walking Dead']]"
Diabolique (1955) - IMDb,"[['odds against writing', 'all-time classic thrillers/suspensers', 'wife', 'remoter', 'Yves Montand', 'Wages Of Fear', 'case', 'first-time buyers', 'wife', 'Simone Signoret'], ['Say', 'hat', 'Henri-George Clouzot', 'whammy with ease'], ['Clouzot', 'handful of films', ""Le Corbeau thru L'Assassin habite du"", 'thru Quai', 'Orfevres', 'Wages'], ['many previous commenters', 'scene', 'plot', 'praise'], ['opinions', 'glass', 'Paul Meurisse', 'Charles Vanel', 'shuffle'], []]"
Misery (1990) - IMDb,"[['Writer William Goldman', 'director Rob Reiner', 'Hitchcock'], ['elements', 'innocent place and situation', 'sense of sinister dread', 'breathtaking climax'], ['intelligent script', 'moments', 'sense of humor'], ['harrowing movie', 'first time'], ['crew', 'good job', 'Paul Sheldon', 'pain'], ['Few films', 'audience'], ['fact', 'venture', 'film', 'kind', 'Psycho', 'thirty years', 'acting', 'good all-round'], ['Farnsworth steals', 'scene', 'relentless sheriff', 'enough accolades', 'routine part', 'actor', 'hands'], ['Caan', 'Kathy Bates', 'film', 'ridiculously-sappy Annie', 'Sheldon fan'], ['performance', 'throwback', 'Hollywood', 'old days', 'borders on over-acting'], ['method acting'], ['Bates', 'Annie', 'enough pitifulness', 'character complex', 'role'], ['movie', 'course', 'Kathy Bates', 'sensation as everybody', 'movie wanting', 'Sonny Corleone', 'man', 'accolades for Kathy Bates', 'lips'], ['role and perfect'], ['Brilliant performance', '7-star thriller', 'classic status']]"
Serenity (2005) - IMDb,"[['BBC', 'sci-fi movie', 'time'], [], ['Lousy', 'story line', 'cheesy script', 'lousy acting', 'lousy effects', 'lousy list'], ['scenes', 'movies', 'other films', 'star wars', 'resident evil', 'blade runner', 'etc ..', 'good movie'], ['people', 'garbage', 'alien', 'blade runner', 'star wars', 'BBC article'], ['high rating', 'site'], ['IMDb', 'review source', 'movies', 'year', 'computer', 'residence', 'site', 'credibility']]"
Zodiac (2007) - IMDb,"[['Boring'], ['Nothing happens'], ['NOTHING'], ['David Fincher martyr'], ['amount of reviews', 'opinions'], ['half hours'], ['sitting'], ['Hence', 'nights', 'minutes', 'pop'], ['interest'], ['helpful hint', 'watch', 'subtitles'], ['dialogue', 'way', 'San Francisco', 'names', 'many cities', 'lakes', 'streets', 'counties', 'buildings', 'head spin'], ['cool fashions', 'design', 'only merit', 'film'], ['neighbor', 'money']]"
The Others (2001) - IMDb,"[['Story-A woman', 'darkened old house', 'photosensitive children', 'family home', 'haunted.The others', 'suspense movie', 'made.Story', 'hero', 'movie.Full marks', 'Alejandro Amenábar', 'wonderful movie', 'action', 'scene.Nicole Kidman', 'role', 'mother', 'children', 'role.This', 'movie.Both children', 'actors', 'exact efforts', 'them.Movie', 'starting', 'movie needs', 'characters and story', 'audience', 'conclusion', 'movie.Just watch', 'movie', 'drama horror movie', 'time', 'movie', 'fan', 'movie.Overall', 'movie', 'thriller lovers', 'movie']]"
Logan (2017) - IMDb,"[['over-rated film'], [], ['triumph'], ['Genius'], ['people'], ['same lemmings', 'reboot of Wonder Woman', 'masterpiece'], ['Suuurrreee', 'film', 'action', 'message', 'boring'], ['children from Mad Max', 'showing', 'society and community', 'watch Pacific Rim', 'teenage girl', 'skyscraper tall', 'lol', 'Wolverine', 'sunset.Now', 'end of Logan', 'Wolverine', 'bridge', 'Trump', 'lovely man', 'common man'], ['same people', 'final triumph', 'good bye', 'Wolverine', 'same people', 'reboot/remake with Jackman', 'saddle'], ['i', 'bank account']]"
The Conversation (1974) - IMDb,"[['Conversation', 'Gene Hackman', 'Harry Caul', 'neurotic surveillance', 'paranoid tendencies', 'religious beliefs', 'work contributes', 'death', 'innocent cheated husband', 'Robert Duvall.I', 'problem', 'old-ish films'], ['high ranking', 'IMDb', 'cast', 'director', 'action movie-esquire front cover', 'entertaining', 'exciting film'], ['Conversation', 'psychological thriller', 'full attention', 'reviews', 'second viewing', 'everything', 'time round'], ['hours'], ['formula', 'David Lynch', 'deals', 'interesting moral dilemma', 'case'], ['characters.While Hackman', 'understated performance', 'character', 'end'], ['Harrison Ford', 'opposite team', 'sort of energy', 'injection of life'], ['little piano bit']]"
No Country for Old Men (2007) - IMDb,"[['plea', 'message boards', 'someone', 'movie'], ['movies', 'hand', 'obvious characters and plots'], ['movies', 'symbolism'], ['film'], ['Im', 'ratings'], ['absurd over ratings', 'men', 'dollars'], ['psycho killer'], ['Im', 'money'], ['None', 'good guy', 'money', 'bad guy', 'sheriff', 'sort', 'whole thing.Then', 'good guy'], ['guy escapes death', 'skin', 'teeth AGAIN', 'money disappears', 'sheriff retires', 'whole movie', 'dinner table', 'dreams', 'movie.I', 'year', 'movie buff Academy Award', 'expert', 'movies', 'member', 'years', 'college degree.Maybe', 'milk duds', 'something', 'head.If', 'Donnie Darko', 'Eternal Sunshine', 'Spotless Mind MUST SEE A SECOND OR THIRD TIME TO FULLY UNDERSTAND kind', 'movie', 'Titanic', 'Green Mile', 'Silence', 'Lambs kind', 'movie', 'plot unfolds', 'normal pace', 'answers', 'thing'], ['bad movie'], ['Great acting', 'cinematography', 'pace', 'works', 'half.In fact', 'first half', 'second half'], ['Leaves', 'more.OK Im'], ['Thanks for reading']]"
The Name of the Rose (1986) - IMDb,"[['lot', 'perception', 'Middle Ages', 'Hollywood movies', 'Robin Hood', 'Excalibur'], ['reality', 'Europe', 'Middle Ages', 'dirty', 'middle-class', 'clergy', 'nobility', 'society like dictators'], ['Consideration', 'personal hygiene', 'medical practices', 'search for knowledge', 'church'], ['Gothic cathedrals', 'architecture', 'stone buildings', 'small shacks', 'peasantry'], ['religious fanaticism', 'Christendom'], ['life', 'hereafter because of sin', 'church', 'charges of heresy'], ['small consolation', 'period', 'beautiful books', 'hands of monks', 'scriptoriums'], ['world', 'Name', 'Rose', 'film adaption', 'novel by Umberto Eco.The story concerns', 'several murders', 'place', 'monastery circa'], ['monastery', 'extensive libraries', 'Medieval Europe'], ['aspects', 'Middle Ages', 'gloom and doom'], ['age', 'beautiful hand-written books', 'western society'], ['calligraphy', 'beautiful illuminations', 'margins', 'artwork', 'text'], ['art of hand illumination', 'printing innovations'], ['William of Baskerville', 'Sean Connery', 'Franciscan monk', 'pupil Adso', 'Christian Slater', 'Benedictine monastery hidden', 'snow-clad mountains', 'border of Italy', 'modern-day Switzerland'], ['time', 'Franciscans', 'new monastic order', 'order', 'years', 'Benedictines', 'time', '800-year history'], ['William and Adso', 'death', 'monastery', 'illuminators', 'monastery', 'scriptorium'], ['scriptorium', 'area', 'medieval monastery', 'monks', 'books'], ['story', 'medieval books', 'classical writings', 'power of thought', 'medieval thought versus', 'Ancient Greek', 'sensibilities'], ['William of Baskerville', 'referencing Sherlock Holmes', 'puzzle', 'death', 'library', 'books', 'book in particular.Although', 'loose adaption', 'book', 'film', 'Name', 'Rose', 'depictions', 'Middle Ages'], ['Hollywood offerings', 'same period', 'actors', 'Name', 'Rose', 'care-worn monks', 'monastic life'], ['people', 'Hollywood actors Sean Connery', 'Christian Slater', 'unattractive people', 'large drafty buildings', 'stench and grime'], ['lives', 'worship'], ['Leisure'], ['only solace', 'beautiful Gregorian Chant', 'Church Sanctuary', 'morning', 'evening services.No', 'movie', 'character', 'cringe'], ['cast', 'American actors', 'few notable standouts'], ['Ron Perlman', 'Salvatore', 'dim-witted hunchback', 'Latin', 'absolute tour-de-force performance', 'film'], ['portrayal', 'price of admission'], ['actor'], ['Feodor Chaliapin', 'venerable Jorge', 'blind monk', 'age', 'blindness', 'opinion', 'stalwart performance'], ['Volker Prechtel', 'stoic', 'supervisor', 'scriptorium', 'character', 'modern-day spinster', 'run', 'money'], ['William Hickey', 'Ubertino of Casale', 'exiled Franciscan', 'age', 'teeth'], ['F. Murray Abraham', 'Salieri fame', 'Amadeus', 'figure Bernardo Gui', 'true-to-life 14th-century inquisitor'], ['14th century', 'people'], ['coffee', 'outstanding film', 'feint of heart'], ['movie', 'window', 'world of Western Europe', 'years', 'democracy', 'people', 'religious fanaticism', 'norm', 'world', 'fire'], ['compelling time', 'compelling subject'], ['Middle Ages', 'history and culture'], [], ['life'], ['movies and books', 'Name', 'Rose']]"
Mother (2009) - IMDb,"[['storytellers', 'soul', 'externalities', 'actions of humans'], ['many strategies'], ['examined soul', 'midst', 'forces', 'war for instance'], ['inner', 'outer flows', 'merge', 'outer viewer', 'inner', 'storyteller', 'relationship', 'focus and someone', 'relationship', 'relationship', 'intended world'], ['character', 'brain', 'young adult'], ['way', 'ability', 'agent', 'story'], ['thrust'], ['cause of something', 'story'], ['fact', 'story', 'relationship', 'simple narrative dynamic'], ['them.This', 'affecting drama', 'result'], ['Unexpected things'], ['first image', 'trance', 'field'], ['end', 'film', 'point', 'context'], ['inside.Powerful filmmaking', 'part', 'expert manner', 'ordinary dynamics'], ['part', 'filmmaker', 'way', 'few protections.Ted', 'Evaluation', 'Worth watching']]"
Coraline (2009) - IMDb,"[['Feisty', 'Coraline walks', 'secret door', 'parallel reality'], ['reality', 'sort', 'life', 'number of ways'], ['Coraline', 'voice of Dakota Fanning', 'journey of adventure', 'self discovery', 'parents', 'Teri Hatcher', 'John Hodgman', 'family', 'Oregon from Michigan'], ['one', 'new space', 'time', 'time', 'new neighborhood', 'talkative local boy', 'Wybie Lovat', 'Robert Bailey Jr.'], ['odd neighbors', 'true characters', 'somehow.All', 'immense undertaking', 'courtesy writer', 'director Henry Selick', 'director of Nightmare Before Christmas', 'adaptation of Neil Gaiman', 'international best-selling children', 'novel'], ['Selick', 'credit', 'stop motion'], ['Selick', 'film', 'years'], ['style', 'story', 'unwavering fairy-tale nightmare', 'scary moments'], ['masterful movie', 'tale of mystery', 'rotting nooks', 'crannies of Coraline', 'new home', 'story begins', 'hidden doorway', 'wallpaper'], ['Inside', 'alternate space', 'doubles', 'distracted parents', 'attention on Coraline', 'oddball neighbors', 'pesky friend'], ['parents', 'eyes', 'black buttons', 'clue that something', 'world', 'adults', 'children', 'references'], ['imagery'], ['talents', 'side by side', 'bodes', 'Selick', 'work in Nightmare', 'Christmas', 'James', 'Giant Peach', 'Monkeybone'], ['work'], ['Gaiman', 'story', 'Selick'], ['film', 'instant classic', 'movie']]"
Ghost in the Shell (1995) - IMDb,"[['nice graphics', 'shame', 'endless metaphysical claptrap'], ['Imagine', 'Terminator stopping', 'meaning', 'soul', 'identity', 'awaited violent confrontation'], ['* philosophy', 'drivel', 'mouths', 'anime']]"
The Man from Nowhere (2010) - IMDb,"[['story', 'Professional', 'Man on Fire'], ['Man', 'checkered past', 'friendship with kid', 'prey', 'bad guys', 'extraordinary circumstances'], ['Plot', 'peek', 'underworld business strategy', 'Seoul', 'Chinatown', 'bad guys', 'fun role', 'relationship', 'hero', 'kid', 'pretty genuine'], ['Action', 'pretty decent', 'realism filter'], ['Dialogue', 'pace and plot', 'film'], ['many awards', 'film']]"
The Experiment (2001) - IMDb,"[['Experiment', 'Stanford Experiment'], ['original experiment', 'intensive psychological profiling', 'background checks', 'health tests', 'volunteers', 'students', 'Stanford area', 'undisclosed location and split', 'groups', 'flip', 'coin'], ['Nine', 'prisoners', 'guards'], ['middle-class students'], ['experiment', 'weeks'], ['days', 'concerns', 'prisoners', 'safety'], ['movie', 'same experiment', 'contemporary setting'], ['thing occurs', 'experiment'], ['Experiment', 'prisoners'], ['film', 'gravitas', 'unrelenting emotional charge'], ['many films'], ['acting'], ['character', 'experiment', 'psychologists'], ['morals', 'scruples', 'fears', 'anxieties', 'passions'], ['film', 'interesting insight', 'human psyche', 'primal urges'], ['Experiment', 'uncompromising movie', 'watch']]"
Strangers on a Train (1951) - IMDb,"[['first review', 'years'], ['high ratings', 'young moviegoers', 'vapid blockbusters', 'right', 'opinion'], ['Strangers', 'Train', 'opinion'], ['IMDb', 'rating', 'movie', 'masterpiece', 'end', 'bunch of crap.It', 'genre', 'master director'], ['part of movie', 'unusual premise', 'things'], ['characters', 'actions', 'several scenes', 'movie', 'universe'], ['movie', 'forever'], ['pretty non-eventful developments', 'bored.The end'], ['B horror movie'], [], ['time', 'movie', 'masterpiece'], ['rating', 'today'], []]"
Baby Driver (2017) - IMDb,"[['movie expert', 'anything', 'good movie', 'cup of tea'], ['Baby Driver'], ['action movie', 'moment'], ['movie', 'high rating'], ['case', 'expectations'], ['originality and perfection', 'movie that everyone', 'good parts'], ['soundtrack', 'course'], ['song choices', 'movie', 'rating'], ['action'], ['cases', 'bad-ass driving scenes', 'violent confrontations.Now', 'time', 'cons'], ['great story'], ['relationship between Elgort', 'Baby', 'Spacey', 'Doc', 'characters', 'wind', 'wings', 'movie'], ['Baby', 'past'], ['many things', 'sense', 'story', 'characters', 'anything', 'interest', 'viewers'], ['movie', 'many different things', 'bit of everything', 'nothing'], ['girl'], ['character', 'relevance', 'movie', 'pace'], ['things', 'love story'], ['Next stop', 'Spacey and Foxx'], ['Come'], [], ['Guys'], ['highlight', 'movie'], [], ['Specey', 'good performance'], ['way', 'whole thing', 'perfect moment'], ['nothing'], ['Foxx', 'bad job', 'character', 'Horrible bosses', 'much credit', 'it.The list'], ['movies', 'relatable characters', 'reality', 'storyline', 'level of consistency', 'something', 'movie', 'big time'], ['movie', 'thing', 'story', 'side', 'violent heist', 'way']]"
Perfect Blue (1997) - IMDb,"[['Japanese animation', 'style of animation', 'Western culture', 'range of genres', 'many different approaches', 'elements', 'style of cartoons', 'children'], ['Satoshi Kon', 'Perfect Blue', 'favorite', 'fans of anime', 'themes', 'western animation', 'themes', 'horror genre', 'obsessions', 'murders', 'story revolves', 'Mima', 'Junko Iwao', 'young singer', 'idol as part', 'musical trio', 'Cham'], ['order', 'career', 'managers', 'group', 'cast', 'TV series'], ['new role', 'cute image', 'Cham', 'nude scenes', 'rape scene'], ['same time', 'new job', 'someone', 'artistic career and Mima', 'right thing'], ['Perfect Blue', 'Japanese animation', 'way', 'kind of story', 'family-oriented animation'], ['Italian Giallo', 'normal cartoon', 'thematics', 'style'], ['use of animation', 'medium', 'director Satoshi Kon', 'stylish images', 'high surrealism', 'images of violence'], ['something', 'young children', 'novel by Yoshikazu Takeuchi', 'film', 'interesting', 'harsh criticism', 'idol culture', 'Japan', 'exaggerated portrait', 'obsessed fan', 'extreme', 'realist image', 'insane obsessions'], ['story', 'lack of subtlety', 'terms', 'graphic violence and nudity', 'level of surrealism', 'sub-genre of Giallo.By', 'story around Mima', 'Satoshi Kon', 'atmospheres of paranoia', 'Mima feels', 'new career', 'character development', 'characters', 'approach', 'feeling of isolation', 'adaptation', 'story', 'horror/mystery piece'], ['Giallo', 'haunting image', 'mysterious stalker', 'Perfect Blue', 'mystery and suspense', 'movie', 'great work', 'suspense.The animation', 'anime fans'], ['movie', 'mixture of realism', 'surrealism works', 'style', 'camera-work'], ['plot at times', 'bit', 'horror fans', 'keeps', 'start'], ['voice work', 'subtitles', 'dubbed'], ['Perfect Blue', 'flawless as motion pictures', 'odd choice', 'animation as medium', 'action movie', 'rest'], ['blessing', 'anime fans', 'horror fans', 'quality', 'horror movie', 'before'], []]"
Knives Out (2019) - IMDb,"[['middle', 'Englishman', 'diet of murder mystery stories', 'many respects'], ['stories', 'book', 'production value', 'conjunct story'], ['reviews', ""case of 'Knives Out"", 'rare trinity', 'good story', 'good actors', 'good production'], [], ['film'], ['story', 'privileged family', 'pettiness', 'murder mystery', 'contrivance'], ['Johnson attempts', 'nature', 'privileged minority', 'subtlety', 'man', 'top', 'lungs at anybody'], ['subtlety and nuance', 'mystery story', 'attention', 'anything'], ['film', 'middle third', 'film'], ['bit', 'shame']]"
The Impossible (2012) - IMDb,"[['tsunami', 'film', 'look', 'devastation and impact', 'natural disaster', 'eyes', 'Belon family.This film', 'emotion', 'scene', 'actors', 'audience'], ['cinema', 'sniffles', 'sadness'], ['film', 'people'], ['connect', 'characters', 'screen throughout.Nice performances', 'story'], ['Tom Holland', 'performance.A film', 'ages', 'everyone'], ['kind of film', 'inspiration and self-realisation']]"
12 Monkeys (1995) - IMDb,"[['lot of people', 'Twelve Monkeys', 'IMDb', 'films'], ['unusual plot', 'short French film', 'La Jetée', 'sort of film', 'appeals', 'fantasy', 'sci-fi films'], ['film', 'weirdness', 'slow pace', 'it.Bruce Willis', 'criminal', 'future', 'time', 'HUGE', 'apocalyptic event', 'people on Earth'], ['NEVER', 'future of mankind', 'dozens or thousands', 'time', '%', 'plague'], [], ['crazy man', 'asylum'], ['goofy psychiatrist', 'type in films'], ['real crazy guy', 'Brad Pitt'], ['folks', 'cause', 'prevent devastation'], ['film', 'Frank Gorshin', 'unusual role', 'man', 'asylum', 'lot', 'one'], ['film'], ['Part', 'La Jetée', 'part', 'Madeline Stowe', 'character', 'sort of like Ingrid Bergman', 'incredibly', 'gullible character', 'Spellbound', 'goofy female psychiatrist', 'personal boundaries', 'hold on reality'], ['movie'], [], ['look', 'everyone', 'one']]"
Halloween (1978) - IMDb,"[['Halloween', 'story', 'boy', 'child'], ['problems', 'sister', 'beginning', 'film'], ['start of things', 'Michael Myers.Donald Pleasance', 'doctor', 'Myers for years'], ['something', 'something'], ['evil', 'escape', 'institution', 'Myers', 'sister'], ['end', 'troubles', 'misunderstood boy'], ['problems', 'sister', 'other people', 'way'], ['girl', 'lot', 'horror movies', 'teenagers', 'pieces', 'gruesome killer'], ['sort'], ['horror movies', 'ones', 'Freddy Kruger', 'Jason', 'half', 'naked girls'], ['Halloween', 'characters', 'dreams', 'director', 'John Carpenter', 'lot', 'horror movies', ""'50s"", 'everything', 'film', 'hell', 'lot of people', ""late '70s""], ['films', 'director', 'jump', 'career of Jamie Lee Curtis', 'girl', 'killer.This film', 'cliché today'], ['Halloween', 'teenage horror movie'], ['Carpenter', 'music', 'victim get', 'shadowy Michael Myers']]"
